date,forecast_qty_total,forecast_qty_total_lower,forecast_qty_total_upper,sku_id
2025-03-24,-2.190570068167988,-7.740709023270637,3.5037027905821954,37344544280
2025-03-25,-2.222708563580208,-7.44526655090125,3.3949745970161427,37344544280
2025-03-26,-2.254847058992425,-8.234757908102791,3.081695081585991,37344544280
2025-03-27,-2.2869855544046453,-8.148724632646097,3.2486077908282294,37344544280
2025-03-28,-2.319124049816866,-7.921406551230385,3.081548033675336,37344544280
2025-03-29,-2.3512625452290865,-8.321695185901024,2.905902151085714,37344544280
2025-03-30,-2.3834010406413073,-7.874990978621365,2.986124259420597,37344544280
2025-03-31,-2.415539536053524,-7.776572252114318,2.9356960966583134,37344544280
2025-02-18,1.5673296109955623,0.8842684350837638,2.190524298315509,38281454130
2025-02-19,1.568770315882954,0.9248958910191862,2.216746930738565,38281454130
2025-02-20,1.5702110207703461,0.9046110280399932,2.240892363368901,38281454130
2025-02-21,1.5716517256577378,0.983537918712749,2.2068215531802196,38281454130
2025-02-22,1.5730924305451293,0.9039559324463128,2.218946269092691,38281454130
2025-02-23,1.5745331354325212,0.9075820600960585,2.203459651275334,38281454130
2025-02-24,1.575973840319913,0.9376195694608165,2.2160967367135016,38281454130
2025-02-25,1.577414545207305,0.9056974019404223,2.274115565454497,38281454130
2025-02-26,1.5788552500946968,0.9297477721726202,2.216394067033545,38281454130
2025-02-27,1.5802959549820883,0.9689412973179483,2.2276164827910345,38281454130
2025-02-28,1.5817366598694804,0.9497790917412371,2.1798660960861356,38281454130
2025-03-01,1.5831773647568719,0.9090009014095711,2.26097907350593,38281454130
2025-03-02,1.5846180696442638,0.9483575830706533,2.228228886210548,38281454130
2025-03-03,1.5860587745316557,0.9422105267047587,2.1749415425954557,38281454130
2025-03-04,1.5874994794190476,0.9542588698525356,2.21224409286324,38281454130
2025-03-05,1.5889401843064395,0.9578042035996045,2.260738923063614,38281454130
2025-03-06,1.590380889193831,0.9935447208064165,2.246532277372362,38281454130
2025-03-07,1.5918215940812226,0.9013044360095046,2.2439661758945064,38281454130
2025-03-08,1.5932622989686147,0.9650071530591526,2.26794364612846,38281454130
2025-03-09,1.5947030038560064,0.9305984633750423,2.1800037659561355,38281454130
2025-03-10,1.5961437087433983,0.9688043376567566,2.2207342327664796,38281454130
2025-03-11,1.5975844136307902,0.9587524325157987,2.235680246508347,38281454130
2025-03-12,1.599025118518182,0.9870018702965649,2.2568225997523452,38281454130
2025-03-13,1.600465823405574,0.9472716455635436,2.267226215862786,38281454130
2025-03-14,1.6019065282929656,0.9642532377098897,2.1966659241509716,38281454130
2025-03-15,1.603347233180357,0.97413349342344,2.277574515974738,38281454130
2025-03-16,1.604787938067749,0.9319730029585389,2.2103678049680684,38281454130
2025-03-17,1.606228642955141,1.0019755686524519,2.222707497401593,38281454130
2024-11-05,0.5332284753228823,0.5332284751820885,0.5332284754569006,38282283940
2024-11-06,0.5320192233749532,0.5320192232421883,0.5320192235054562,38282283940
2024-11-07,0.5308099714270242,0.5308099712979458,0.5308099715541312,38282283940
2024-11-08,0.5296007194790951,0.5296007193355419,0.529600719610362,38282283940
2024-11-09,0.5283914675311662,0.5283914673976093,0.5283914676707493,38282283940
2024-11-10,0.5271822155832371,0.5271822154446757,0.5271822157233688,38282283940
2024-11-11,0.5259729636353081,0.5259729634962336,0.5259729637674793,38282283940
2024-11-12,0.5247637116873791,0.5247637115528357,0.5247637118287239,38282283940
2024-11-13,0.5235544597394501,0.5235544596038006,0.5235544598738139,38282283940
2024-11-14,0.5223452077915209,0.5223452076570602,0.5223452079281327,38282283940
2024-11-15,0.521135955843592,0.5211359556918039,0.5211359559725038,38282283940
2024-11-16,0.519926703895663,0.5199267037603322,0.519926704031478,38282283940
2024-11-17,0.518717451947734,0.5187174518190815,0.5187174520908355,38282283940
2024-11-18,0.5175081999998048,0.5175081998625869,0.5175082001422354,38282283940
2024-11-19,0.5162989480518758,0.5162989479164046,0.5162989481885563,38282283940
2024-11-20,0.5150896961039468,0.5150896959586281,0.5150896962485861,38282283940
2024-11-21,0.5138804441560179,0.5138804440111481,0.5138804442889082,38282283940
2024-11-22,0.5126711922080888,0.5126711920664898,0.5126711923436701,38282283940
2024-11-23,0.5114619402601598,0.511461940124603,0.5114619404058924,38282283940
2024-11-24,0.5102526883122307,0.5102526881750618,0.5102526884563637,38282283940
2024-11-25,0.5090434363643017,0.5090434362244156,0.5090434365142085,38282283940
2024-11-26,0.5078341844163726,0.5078341842832934,0.5078341845553205,38282283940
2024-11-27,0.5066249324684436,0.5066249323240289,0.5066249326137147,38282283940
2024-11-28,0.5054156805205146,0.5054156803824118,0.5054156806722162,38282283940
2024-11-29,0.5042064285725856,0.5042064284219472,0.5042064287208244,38282283940
2024-11-30,0.5029971766246566,0.502997176475582,0.5029971767707946,38282283940
2024-12-01,0.5017879246767276,0.5017879245338626,0.501787924827624,38282283940
2024-12-02,0.5005786727287984,0.5005786725913084,0.5005786728781919,38282283940
2025-03-04,0.9115642320354853,-4.1922017832140455,5.813111992435535,38353593948
2025-03-05,0.9039534681428574,-3.757844102347736,5.922142156084029,38353593948
2025-03-06,0.8963427042502277,-4.439319629713803,5.638080874524634,38353593948
2025-03-07,0.8887319403575988,-4.068261284338308,6.271117450620072,38353593948
2025-03-08,0.88112117646497,-4.262356646357468,6.076161089760607,38353593948
2025-03-09,0.8735104125723403,-3.866854385489435,5.8010641449317815,38353593948
2025-03-10,0.8658996486797124,-4.740844479595605,6.017476496333569,38353593948
2025-03-11,0.8582888847870835,-4.207020572400684,5.948640025775238,38353593948
2025-03-12,0.8506781208944547,-4.383145943195264,6.490181848402302,38353593948
2025-03-13,0.8430673570018259,-3.7234539821464083,5.910689475147945,38353593948
2025-03-14,0.8354565931091962,-4.418469269814394,5.985394153609623,38353593948
2025-03-15,0.8278458292165682,-4.161314968068448,6.188633192185744,38353593948
2025-03-16,0.8202350653239394,-4.473804921030842,5.822011730406747,38353593948
2025-03-17,0.8126243014313097,-4.475851642323889,5.508653825755181,38353593948
2025-03-18,0.8050135375386818,-4.399009850557945,6.097456664648186,38353593948
2025-03-19,0.7974027736460529,-4.076942013859737,6.364574147488389,38353593948
2025-03-20,0.7897920097534232,-4.348774636389661,5.753524606742414,38353593948
2025-03-21,0.7821812458607953,-4.269570999470704,6.20061407486562,38353593948
2025-03-22,0.7745704819681656,-4.366588340366548,5.470446748235078,38353593948
2025-03-23,0.7669597180755376,-4.099147093876052,6.01507319326744,38353593948
2025-03-24,0.7593489541829088,-4.562344998138473,5.931301104550923,38353593948
2025-03-25,0.7517381902902791,-4.275173781638389,6.219506112114618,38353593948
2025-03-26,0.7441274263976512,-4.811259312101868,5.816253136508771,38353593948
2025-03-27,0.7365166625050223,-4.675290980069941,5.876177625118362,38353593948
2025-03-28,0.7289058986123935,-4.45917511083484,5.77821652573349,38353593948
2025-03-29,0.7212951347197647,-4.414361564556311,5.904901610634929,38353593948
2025-03-30,0.713684370827135,-4.319043325992709,5.947774928535202,38353593948
2025-03-31,0.706073606934507,-4.232673316217556,5.687497930538969,38353593948
2024-12-31,5.012460498837305,1.9842394606593323,7.98636521109605,38354014830
2025-01-01,5.007820344430733,2.002647833758072,7.995400854496851,38354014830
2025-01-02,5.003180190024162,2.1296822828676545,7.993688538899817,38354014830
2025-01-03,4.998540035617591,2.0189321445579753,8.120114772339765,38354014830
2025-01-04,4.99389988121102,1.9156232837065719,8.096946216028769,38354014830
2025-01-05,4.989259726804449,2.103266287607581,7.940794797602346,38354014830
2025-01-06,4.984619572397878,1.6834095891211405,8.065785124442531,38354014830
2025-01-07,4.9799794179913075,1.7939035505221077,7.725006533037181,38354014830
2025-01-08,4.975339263584736,1.9727100766617642,7.996875739300868,38354014830
2025-01-09,4.970699109178165,2.0419903174975516,7.941716737232886,38354014830
2025-01-10,4.966058954771594,2.205805459516691,8.029256898528615,38354014830
2025-01-11,4.961418800365022,2.03728360550324,8.026117003248197,38354014830
